actif;référence;ean13;id_product;id_product_attribute;description FR;description courte FR;nom FR;nom avec attributs FR;produits du pack;prix HT;prix TTC;tva;quantité;quantité physique;catégorie par défaut FR;catégorie par défaut (chemin complet) FR;catégories FR;catégories (chemin complet) FR;fabricant;images : urls_to_all_for_product FR
1;B0758CLLTR;3262420178524.0;24227;;;<ul><li>? 0</li></ul>;ATELIERS 28 PENDERIE DIAMÈTRE 16 2 NAISSANCES PLASTIQUE BLANC;ATELIERS 28 PENDERIE DIAMÈTRE 16 2 NAISSANCES PLASTIQUE BLANC;;3.99;4.79;20;21;21;? Ronde _ Plastique Diamètre 16 : Barre, supports, embouts et accessoires;Accueil > Bricolage > Quincaillerie > ? Penderie > ? Ronde _ Plastique Diamètre 16 : Barre, supports, embouts et accessoires;? Ronde _ Plastique Diamètre 16 : Barre, supports, embouts et accessoires;Accueil > Bricolage > Quincaillerie > ? Penderie > ? Ronde _ Plastique Diamètre 16 : Barre, supports, embouts et accessoires;;https://www.everforhome.com/89125/ateliers-28-penderie-diametre-16-2-naissances-plastique-blanc.jpg
1;TEAN7332515078414ADD;7332515078414.0;7432;;;Coupe avancée avec Snickers Workwear Gusset a l'entrejambe pour un confort de travail remarquable par tout mouvement | Renforts en Cordura à l?intérieur des poches pour une durabilité accrue | Poche astucieuse pour mètre pour une fonctionnalité et une liberté de mouvement améliorées | Matière: Tissu Rip-Stop résistant et léger. 65% polyester, 35% coton, 200 g/m². Renforts 100% Cordura-Polyamide;Snickers 31232004044 Short d'artisan Taille 44 kaki;Snickers 31232004044 Short d'artisan Taille 44 kaki;;70.88;85.06;20;1;1;? Adulte;Accueil > Mode > Vêtements > ? Adulte;? Adulte;Accueil > Mode > Vêtements > ? Adulte;Snickers;https://www.everforhome.com/28031/snickers-31232004044-short-d-artisan-taille-44-kaki.jpg,https://www.everforhome.com/28032/snickers-31232004044-short-d-artisan-taille-44-kaki.jpg,https://www.everforhome.com/28033/snickers-31232004044-short-d-artisan-taille-44-kaki.jpg,https://www.everforhome.com/28034/snickers-31232004044-short-d-artisan-taille-44-kaki.jpg
1;TEAN4049457732573ADD;4049457732573.0;18207;;;<ul><li>? 95 % COTON </li><li>? FIL CONTINU À ANNEAU SUPERPEIGNÉ </li><li>? 5 % ÉLASTHANNE. </li><li>? COUPE SOULIGNANT LA SILHOUETTE. </li><li>? MANCHES LONGUES. </li><li>? COL LARGE. </li><li>? AILETTE DE CRISTAUX SWAROVSKI. </li><li>? FINES CÔTES ÉLASTIQUESÉLÉGANT T-SHIRT À MANCHES LONGUES EN CÔTES FINES ÉLASTIQUES </li><li>? COUPE SOULIGNANT LA SILHOUETTE. </li><li>? LE T-SHIRT À MANCHES LONGUES SÉDUIT PAR SON ENCOLURE FÉMININE ET LE LOGO TRIGEMA COMPOSÉE DE DE CRISTAUX SWAROVSKI SCINTILLANTS SUR LE DEVANT.</li></ul>;TRIGEMA 636203 T-SHIRT | BLANC (001) | L HOMME;TRIGEMA 636203 T-SHIRT | BLANC (001) | L HOMME;;17.92;21.5;20;3;3;? Adulte;Accueil > Mode > Vêtements > ? Adulte;? Adulte;Accueil > Mode > Vêtements > ? Adulte;;https://www.everforhome.com/72699/trigema-636203-t-shirt-blanc-001-l-homme.jpg,https://www.everforhome.com/72700/trigema-636203-t-shirt-blanc-001-l-homme.jpg,https://www.everforhome.com/72701/trigema-636203-t-shirt-blanc-001-l-homme.jpg,https://www.everforhome.com/72702/trigema-636203-t-shirt-blanc-001-l-homme.jpg,https://www.everforhome.com/72703/trigema-636203-t-shirt-blanc-001-l-homme.jpg,https://www.everforhome.com/72704/trigema-636203-t-shirt-blanc-001-l-homme.jpg
1;ferti-FDCA900-long;3121970165944.0;7073;;;Prêt à l'emploi | Pour 9m² | Résultat visible en 1 heure | Fabriqué en France;Fertiligène Désherbant Jardin Cours et Allées Prêt à l'emploi, 900ml;Fertiligène Désherbant Jardin Cours et Allées Prêt à l'emploi, 900ml;;19.08;22.9;20;3;3;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/26795/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg,https://www.everforhome.com/26796/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg,https://www.everforhome.com/26797/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg,https://www.everforhome.com/26798/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg,https://www.everforhome.com/26799/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg,https://www.everforhome.com/26800/fertiligene-desherbant-jardin-cours-et-allees-pret-a-l-emploi-900ml.jpg
1;C74954AF9D66;3121970163896.0;6899;;;"<ul><li><span style=""background-color:rgb(255,255,255);color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;"">? </span>Formule liquide concentrée</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Pour 220m² </li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Résultat visible en 1 heure </li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Fabriqué en France</li></ul>";FERTILIGENE | DESHERBANT CONCENTRE | 500ml | FDESA50;FERTILIGENE | DESHERBANT CONCENTRE | 500ml | FDESA50;;33.25;39.9;20;111;111;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/26100/fertiligene-desherbant-concentre-500ml-fdesa50.jpg,https://www.everforhome.com/26101/fertiligene-desherbant-concentre-500ml-fdesa50.jpg,https://www.everforhome.com/26102/fertiligene-desherbant-concentre-500ml-fdesa50.jpg,https://www.everforhome.com/26103/fertiligene-desherbant-concentre-500ml-fdesa50.jpg,https://www.everforhome.com/26104/fertiligene-desherbant-concentre-500ml-fdesa50.jpg
1;1A99287508E7;3664715025887.0;5526;;;? Retour rapide des animaux sur les surfaces traitées | ? À base de principes actifs d?origine végétale, le Désherbant Tout Jardin Protect Expert permet d?éliminer les principales « mauvaises herbes » autour des arbres et arbustes et des rosiers. | ? Effets visibles sous 24 heures | ? Produit prêt à l'emploi : Doses 100mL/m2 | ? Période d?emploi : Mars à Octobre;PROTECT EXPERT PROHERBIOPAL750 Désherbant Polyvalent-Prêt-A-L ?Emploi 750 ML, Multicolore;PROTECT EXPERT PROHERBIOPAL750 Désherbant Polyvalent-Prêt-A-L ?Emploi 750 ML, Multicolore;;18.29;21.95;20;64;64;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/20501/protect-expert-proherbiopal750-desherbant-polyvalent-pret-a-l-emploi-750-ml-multicolore.jpg,https://www.everforhome.com/20502/protect-expert-proherbiopal750-desherbant-polyvalent-pret-a-l-emploi-750-ml-multicolore.jpg
1;0F573B287DAC;3664715025917.0;5524;;;?Effets visibles en 24h | ?Retour rapide des animaux sur les surfaces traitées | ?Efficace également sur mousses et algues | ?Période d'emploi: mars à octobre | ?Solution à base de principes actifs d'origine végétale;PROTECT EXPERT PROCOURPAL750 Désherbant Cours, Allées, Terrasses | Prêt-à-l'emploi 750mL, Action Rapide;PROTECT EXPERT PROCOURPAL750 Désherbant Cours, Allées, Terrasses | Prêt-à-l'emploi 750mL, Action Rapide;;18.29;21.95;20;61;61;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/20493/protect-expert-procourpal750-desherbant-cours-allees-terrasses-pret-a-l-emploi-750ml-action-rapide.jpg,https://www.everforhome.com/20494/protect-expert-procourpal750-desherbant-cours-allees-terrasses-pret-a-l-emploi-750ml-action-rapide.jpg
1;EAN3121970168266;3121970168266.0;7856;;;? Effets visibles en 1 h | ? Détruit les mauvaises herbes rapidement | ? Matière active existante dans la nature | ? Surface traité 10m2 par litre | ? Fabriqué en France;KB DESHERBANT HERBATAK Contact 3 litres Pret A l'emploi KDCA3;KB DESHERBANT HERBATAK Contact 3 litres Pret A l'emploi KDCA3;;32.92;39.5;20;6;6;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/30430/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30433/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30434/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30435/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30436/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30437/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30438/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30439/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg,https://www.everforhome.com/30440/kb-desherbant-herbatak-contact-3-litres-pret-a-l-emploi-kdca3.jpg
1;ance-star-2-bruleurs;5012782049622.0;13715;;;;Ensemble chalumeau à gaz butane-propane à long bras avec tuyau - Pour travaux de désherbage et sur toiture;Ensemble chalumeau à gaz butane-propane à long bras avec tuyau - Pour travaux de désherbage et sur toiture;;45.83;55.0;20;7;7;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;? Mauvaises herbes;Accueil > Jardin > Protections des plantes > ? Mauvaises herbes;;https://www.everforhome.com/55339/ensemble-chalumeau-a-gaz-butane-propane-a-long-bras-avec-tuyau-pour-travaux-de-desherbage-et-sur-toiture.jpg,https://www.everforhome.com/55341/ensemble-chalumeau-a-gaz-butane-propane-a-long-bras-avec-tuyau-pour-travaux-de-desherbage-et-sur-toiture.jpg,https://www.everforhome.com/55342/ensemble-chalumeau-a-gaz-butane-propane-a-long-bras-avec-tuyau-pour-travaux-de-desherbage-et-sur-toiture.jpg,https://www.everforhome.com/55345/ensemble-chalumeau-a-gaz-butane-propane-a-long-bras-avec-tuyau-pour-travaux-de-desherbage-et-sur-toiture.jpg,https://www.everforhome.com/55347/ensemble-chalumeau-a-gaz-butane-propane-a-long-bras-avec-tuyau-pour-travaux-de-desherbage-et-sur-toiture.jpg
1;TEAN8002929108739JADD;8002929108739.0;23835;;;<ul><li>? 0</li></ul>;BACHE DE PAILLAGE BLACK COQUE H 200 M 10 TENAX [TENAX];BACHE DE PAILLAGE BLACK COQUE H 200 M 10 TENAX [TENAX];;11.85;14.22;20;2;2;? Autres;Accueil > Jardin > Protections des plantes > ? Autres;? Autres;Accueil > Jardin > Protections des plantes > ? Autres;;https://www.everforhome.com/88352/bache-de-paillage-black-coque-h-200m-10tenax-tenax-.jpg
1;4EEDB2260132;3561568802736.0;10046;;;Efficace sur tous types d'insectes rampants, Barrière de mousse pour une protection totale, Facile à installer : colle dry-touch + dévidoir;Bande de glu;Bande de glu;;23.23;25.55;10;18;18;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;Solabiol;https://www.everforhome.com/41854/bande-de-glu.jpg
1;3AA17FE8AC5A;3121970160420.0;10038;;;"<p class=""MsoNormal""><span style=""font-family:'Segoe UI Emoji', sans-serif;"">? Attire et capture la teigne du poireau</span></p><p></p><p class=""MsoNormal""><span style=""font-family:'Segoe UI Emoji', sans-serif;"">? 6 semaines d'action par piège</span></p><p></p><p class=""MsoNormal""><span style=""font-family:'Segoe UI Emoji', sans-serif;"">? 2 pièges+ 2 attractifs</span></p><p></p><p><span style=""font-family:'Segoe UI Emoji', sans-serif;"">? Utilisable en agriculture biologique</span></p>";NATUREN|Piège à Phéromones Ver du Poireau|NPHEPOI;NATUREN|Piège à Phéromones Ver du Poireau|NPHEPOI;;18.14;19.95;10;104;104;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;;https://www.everforhome.com/41827/naturenpiege-a-pheromones-ver-du-poireaunphepoi.jpg,https://www.everforhome.com/41829/naturenpiege-a-pheromones-ver-du-poireaunphepoi.jpg,https://www.everforhome.com/42505/naturenpiege-a-pheromones-ver-du-poireaunphepoi.jpg
1;MUSCA51LOTX2;0.0;22851;;;<ul><li>? 0</li></ul>;MORTIS - GRANULES INSECTICIDES MOUCHES - ACTION LONGUE DUREE JUSQU'A 4 SEMAINES SANS MOUCHES - MUSCA51;MORTIS - GRANULES INSECTICIDES MOUCHES - ACTION LONGUE DUREE JUSQU'A 4 SEMAINES SANS MOUCHES - MUSCA51;;18.29;21.95;20;8;8;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;;https://www.everforhome.com/86456/mortis-granules-insecticides-mouches-action-longue-duree-jusqu-a-4-semaines-sans-mouches-musca51.jpg
1;MUSCA51LOTX4;0.0;22850;;;<ul><li>? 0</li></ul>;MORTIS - GRANULES INSECTICIDES MOUCHES - ACTION LONGUE DUREE : 4 SEMAINES SANS MOUCHES - MUSCA51;MORTIS - GRANULES INSECTICIDES MOUCHES - ACTION LONGUE DUREE : 4 SEMAINES SANS MOUCHES - MUSCA51;;23.25;27.9;20;4;4;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;? Insectes;Accueil > Jardin > Lutte contre les nuisibles > ? Insectes;;https://www.everforhome.com/86454/mortis-granules-insecticides-mouches-action-longue-duree-4-semaines-sans-mouches-musca51.jpg,https://www.everforhome.com/86455/mortis-granules-insecticides-mouches-action-longue-duree-4-semaines-sans-mouches-musca51.jpg
1;D4DA6ECCCDCE;3664715006107.0;6936;;;Facile: appât prêt à l'emploi en sachets pré-dosés | Efficacité maximale | Une ingestion suffit | Très appètent | Utilisation en intérieur et autour des bâtiments;PROTECT EXPERT | RADIF150 Rats Céréales-6 sachets pour lieux secs | 150 GR | RADIF150;PROTECT EXPERT | RADIF150 Rats Céréales-6 sachets pour lieux secs | 150 GR | RADIF150;;14.58;17.5;20;4;4;? Rongeurs et taupes;Accueil > Jardin > Lutte contre les nuisibles > ? Rongeurs et taupes;? Rongeurs et taupes;Accueil > Jardin > Lutte contre les nuisibles > ? Rongeurs et taupes;SBM;https://www.everforhome.com/26282/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg,https://www.everforhome.com/26283/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg,https://www.everforhome.com/26284/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg,https://www.everforhome.com/26285/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg,https://www.everforhome.com/26286/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg,https://www.everforhome.com/26287/protect-expert-radif150-rats-cereales-6-sachets-pour-lieux-secs-150-gr-radif150.jpg
1;436DE7908817;3366440001319.0;5684;;;"<ul><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Fermeture sécurisée </li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Radical contre les taupes</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>S'utilise avec la clé Putange</li></ul>";CAUSSADE |  PIEGES A Taupes | PUTANGE D9984;CAUSSADE |  PIEGES A Taupes | PUTANGE D9984;;7.5;9.0;20;139;139;? Rongeurs et taupes;Accueil > Jardin > Lutte contre les nuisibles > ? Rongeurs et taupes;? Rongeurs et taupes;Accueil > Jardin > Lutte contre les nuisibles > ? Rongeurs et taupes;;https://www.everforhome.com/20971/caussade-pieges-a-taupes-putange-d9984.jpg,https://www.everforhome.com/20972/caussade-pieges-a-taupes-putange-d9984.jpg,https://www.everforhome.com/20973/caussade-pieges-a-taupes-putange-d9984.jpg
1;45BF9940F415;3361671570412.0;5691;;;Retro repulsif serpents lezards 650m2;RETRO RUSS1 Hygiène Animale, Voir Photo;RETRO RUSS1 Hygiène Animale, Voir Photo;;65.42;78.5;20;47;47;? Serpents;Accueil > Jardin > Lutte contre les nuisibles > ? Serpents;? Serpents;Accueil > Jardin > Lutte contre les nuisibles > ? Serpents;;https://www.everforhome.com/20993/retro-russ1-hygiene-animale-voir-photo.jpg,https://www.everforhome.com/20994/retro-russ1-hygiene-animale-voir-photo.jpg
1;I4L-ZDN-4J8;3121970125894.0;22553;;;<ul><li>? 0</li></ul>;FERTILIGÈNE 9399 LOT DE 2 BOÎTES D'APPÂT ANTI-FOURMIS 10 G;FERTILIGÈNE 9399 LOT DE 2 BOÎTES D'APPÂT ANTI-FOURMIS 10 G;;9.92;11.9;20;299;299;? Fourmis;Accueil > Jardin > Lutte contre les nuisibles > ? Fourmis;? Fourmis;Accueil > Jardin > Lutte contre les nuisibles > ? Fourmis;;https://www.everforhome.com/85865/fertiligene-9399-lot-de-2-boites-d-appat-anti-fourmis-10-g.jpg
1;ean-3361670511607;3361670511607.0;6986;;;"<ul><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? Formule prête à l?emploi, «parfum moutarde»</span></li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? répulsive avec action rapide et longue durée. </span></li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? Pour 60 mètres linéaires. </span></li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? Protège les soubassements, pas de porte, tapis de porte, portails, trottoirs?</span></li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? Fabriqué en France </span></li></ul>";ACTO RETRO | Pulvérisateur Répulsif Chiens et Chats | action longue durée | 600 ml  | RETO5;ACTO RETRO | Pulvérisateur Répulsif Chiens et Chats | action longue durée | 600 ml  | RETO5;;20.75;24.9;20;21;21;? Autres;Accueil > Jardin > Lutte contre les nuisibles > ? Autres;? Autres;Accueil > Jardin > Lutte contre les nuisibles > ? Autres;Sélection Brico-travo;https://www.everforhome.com/26443/acto-retro-pulverisateur-repulsif-chiens-et-chats-action-longue-duree-600-ml-reto5.jpg,https://www.everforhome.com/61811/acto-retro-pulverisateur-repulsif-chiens-et-chats-action-longue-duree-600-ml-reto5.jpg,https://www.everforhome.com/61813/acto-retro-pulverisateur-repulsif-chiens-et-chats-action-longue-duree-600-ml-reto5.jpg,https://www.everforhome.com/61812/acto-retro-pulverisateur-repulsif-chiens-et-chats-action-longue-duree-600-ml-reto5.jpg
1;98A8DDE48FD9;3664715031154.0;14990;;;"<ul><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Sans danger pour l?animal</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Dresse une barrière olfactive - efficace et durable</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Particulièrement approprié pour l?éducation des chiots et chatons</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Idéal pour la protection des ?espaces verts? (jardins, massifs, aires de jeux, allées?).</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Solution à base de principes actifs d'origine végétale</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Prêt à l'emploi, rapidité d'action et efficacité longue durée.</li></ul>";PROTECT EXPERT |REPULSIF CHIENS ET CHATS PULVERISATEUR | 500 ml | REPUL500;PROTECT EXPERT |REPULSIF CHIENS ET CHATS PULVERISATEUR | 500 ml | REPUL500;;18.96;22.75;20;26;26;? Autres;Accueil > Jardin > Lutte contre les nuisibles > ? Autres;? Autres;Accueil > Jardin > Lutte contre les nuisibles > ? Autres;;https://www.everforhome.com/61478/protect-expert-repulsif-chiens-et-chats-pulverisateur-500-ml-repul500.jpg,https://www.everforhome.com/61479/protect-expert-repulsif-chiens-et-chats-pulverisateur-500-ml-repul500.jpg
1;TEAN4078500202367JADD;4078500202367.0;23838;;;<ul><li>? 0</li></ul>;GARDENA 2023-26 WATERSTOP 1,3 CM (0,5 POUCES) - 5/8;GARDENA 2023-26 WATERSTOP 1,3 CM (0,5 POUCES) - 5/8;;7.04;8.45;20;15;15;? Tuyaux, raccords et dévidoirs;Accueil > Jardin > Jardinage > ? Arrosage > ? Tuyaux, raccords et dévidoirs;? Tuyaux, raccords et dévidoirs;Accueil > Jardin > Jardinage > ? Arrosage > ? Tuyaux, raccords et dévidoirs;;https://www.everforhome.com/88355/gardena-2023-26-waterstop-13-cm-05-pouces-5-8.jpg
1;TEAN8008520005460JADD;8008520005460.0;23708;;;<ul><li>? 0</li></ul>;LES ATTAQUES CONTRE CUISINE MAISON ARROSAGE TUYAU D'EAU DU ROBINET JARDIN VERGER FIL 3/4 MADE IN ITALY;LES ATTAQUES CONTRE CUISINE MAISON ARROSAGE TUYAU D'EAU DU ROBINET JARDIN VERGER FIL 3/4 MADE IN ITALY;;12.85;15.42;20;1;1;? Tuyaux, raccords et dévidoirs;Accueil > Jardin > Jardinage > ? Arrosage > ? Tuyaux, raccords et dévidoirs;? Tuyaux, raccords et dévidoirs;Accueil > Jardin > Jardinage > ? Arrosage > ? Tuyaux, raccords et dévidoirs;;https://www.everforhome.com/88088/les-attaques-contre-cuisine-maison-arrosage-tuyau-d-eau-du-robinet-jardin-verger-fil-3-4-made-in-italy.jpg
1;876EB4443490;3121970153606.0;10077;;;"<ul><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Améliore la structure et le drainage du sol</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Limite les mousses sur les gazons</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>A base d'algues marines</li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Avec magnésium à effet reverdissant </li><li><span style=""color:#111111;font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:#ffffff;"">? </span>Granulés à action rapide</li></ul>";NATUREN | carbonate de chaux | 10kg | NATCHAUX;NATUREN | carbonate de chaux | 10kg | NATCHAUX;;31.36;34.5;10;16;16;? Pelouse;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Terreaux, engrais et fertilisants > ? Pelouse;? Pelouse;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Terreaux, engrais et fertilisants > ? Pelouse;NATUREN;https://www.everforhome.com/41949/naturen-carbonate-de-chaux-10kg-natchaux.jpg,https://www.everforhome.com/41951/naturen-carbonate-de-chaux-10kg-natchaux.jpg,https://www.everforhome.com/41952/naturen-carbonate-de-chaux-10kg-natchaux.jpg,https://www.everforhome.com/41953/naturen-carbonate-de-chaux-10kg-natchaux.jpg,https://www.everforhome.com/41954/naturen-carbonate-de-chaux-10kg-natchaux.jpg
1;0DDA53F48DD1;3121970173918.0;10018;;;"<ul><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Nourriture équilibrée </li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Avec algues marines</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Utilisable en Agriculture Biologique</li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? Pour tous types de plantes: vertes, fleuries, légumes, fruits...</span></li><li><span style=""color:rgb(17,17,17);font-family:'Amazon Ember', Arial, sans-serif;font-size:14px;background-color:rgb(255,255,255);"">? </span>Fabriqué en France </li></ul>";FERTILIGENE | ENGRAIS UNIVERSEL LÉGUMES ET FLEURS | 750 ML | FEU750;FERTILIGENE | ENGRAIS UNIVERSEL LÉGUMES ET FLEURS | 750 ML | FEU750;;17.05;18.75;10;52;52;? Universel;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Terreaux, engrais et fertilisants > ? Universel;? Universel;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Terreaux, engrais et fertilisants > ? Universel;;https://www.everforhome.com/41756/fertiligene-engrais-universel-legumes-et-fleurs-750-ml-feu750.jpg,https://www.everforhome.com/41757/fertiligene-engrais-universel-legumes-et-fleurs-750-ml-feu750.jpg,https://www.everforhome.com/41758/fertiligene-engrais-universel-legumes-et-fleurs-750-ml-feu750.jpg,https://www.everforhome.com/41759/fertiligene-engrais-universel-legumes-et-fleurs-750-ml-feu750.jpg
1;copeau-4X50L;3770009310048.0;10118;;;;paillage jardin en bois naturel | Pack 165 litres Livraison Gratuite;paillage jardin en bois naturel | Pack 165 litres Livraison Gratuite;;35.45;39.0;10;55;55;? Paillis et chanvre;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Paillis et substrats > ? Paillis et chanvre;? Paillis et chanvre;Accueil > Jardin > Planter et prendre soin de ses plantations > ? Paillis et substrats > ? Paillis et chanvre;;https://www.everforhome.com/42074/paillage-jardin-en-bois-naturel-pack-165-litres-livraison-gratuite.jpg,https://www.everforhome.com/42075/paillage-jardin-en-bois-naturel-pack-165-litres-livraison-gratuite.jpg,https://www.everforhome.com/42076/paillage-jardin-en-bois-naturel-pack-165-litres-livraison-gratuite.jpg,https://www.everforhome.com/42077/paillage-jardin-en-bois-naturel-pack-165-litres-livraison-gratuite.jpg,https://www.everforhome.com/42078/paillage-jardin-en-bois-naturel-pack-165-litres-livraison-gratuite.jpg
